#processed=baseline+recalibrated
#baseline_method=airPLS
#baseline_lambda=100
#baseline_porder=1
#baseline_itermax=20
#recalibration_method=auto
#recal_polynomial_degree=2
#recal_fitparam_a2=0.0878
#recal_fitparam_a1=-0.14
#recal_fitparam_a0=0.9
#recal_pair_1=40.8342->40.9998 (delta=+0.1656)
#recal_pair_2=58.8160->59.0104 (delta=+0.1944)
#recal_pair_3=76.7977->77.0209 (delta=+0.2232)
#recal_pair_4=94.7794->95.0315 (delta=+0.2521)
#recal_pair_5=112.7611->113.0420 (delta=+0.2809)
#recal_pair_6=130.7429->131.0526 (delta=+0.3097)
#sample=NaCl 10 mM in water (synthetic example)
##########
0.900000	0.0047819
0.899720	-0.0652767
0.899441	-0.0125732
0.899163	-0.0261617
0.898886	-0.0168913
0.898609	-0.0050947
0.898333	-0.0001932
0.898057	-0.0185199
0.897782	-0.0220314
0.897508	0.0052634
0.897235	-0.0180292
0.896962	0.0236769
0.896691	0.0087681
0.896419	-0.0148209
0.896149	0.0299926
0.895879	-0.0243035
0.895610	-0.0162179
0.895341	0.0300790
0.895074	-0.0378283
0.894807	0.0107355
0.894540	-0.0452623
0.894275	0.0132432
0.894010	0.0093601
0.893746	-0.0139717
0.893482	0.0273518
0.893220	0.0188271
0.892957	0.0223267
0.892696	-0.0051349
0.892435	-0.0329993
0.892175	-0.0414159
0.891916	-0.0065208
0.891658	-0.0215167
0.891400	0.0086139
0.891142	-0.0017451
0.890886	0.0250888
0.890630	0.0078630
0.890375	0.0433095
0.890121	-0.0362303
0.889867	0.0069821
0.889614	-0.0036819
0.889362	-0.0424545
0.889110	0.0564406
0.888860	-0.0291263
0.888609	-0.0239824
0.888360	0.0114036
0.888111	0.0205459
0.887863	-0.0026942
0.887616	-0.0194670
0.887369	-0.0016574
0.887123	0.0175805
0.886878	0.0035237
0.886633	0.0333865
0.886390	0.0143836
0.886147	-0.0131503
0.885904	0.0021358
0.885662	0.0109268
0.885421	0.0528938
0.885181	-0.0237216
0.884941	-0.0072533
0.884703	0.0365399
0.884464	0.0098993
0.884227	0.0011373
0.883990	-0.0093280
0.883754	-0.0000674
0.883519	0.0121970
0.883284	0.0078357
0.883050	0.0174828
0.882817	-0.0069516
0.882584	-0.0175145
0.882352	0.0459903
0.882121	-0.0120186
0.881890	-0.0035093
0.881661	0.0113695
0.881432	-0.0209548
0.881203	-0.0034132
0.880976	0.0154049
0.880749	0.0118682
0.880522	0.0211554
0.880297	0.0052519
0.880072	0.0071422
0.879848	-0.0019311
0.879624	-0.0180973
0.879401	0.0171703
0.879179	-0.0209143
0.878958	0.0043974
0.878737	-0.0111087
0.878517	-0.0073774
0.878298	0.0055393
0.878080	0.0180546
0.877862	-0.0160111
0.877645	0.0365806
0.877428	0.0004878
0.877213	0.0353879
0.876998	-0.0196036
0.876783	-0.0160540
0.876570	0.0260239
0.876357	0.0006999
0.876144	-0.0047852
0.875933	0.0109278
0.875722	0.0240881
0.875512	-0.0211439
0.875303	0.0103430
0.875094	-0.0126845
0.874886	-0.0205796
0.874679	0.0019539
0.874472	0.0249399
0.874266	0.0091038
0.874061	-0.0032005
0.873856	0.0001495
0.873653	0.0304705
0.873450	0.0061906
0.873247	-0.0306509
0.873045	0.0108685
0.872844	0.0072244
0.872644	-0.0140651
0.872445	0.0062317
0.872246	-0.0057778
0.872048	-0.0077486
0.871850	-0.0115800
0.871653	-0.0008713
0.871457	-0.0031273
0.871262	0.0099274
0.871067	-0.0037123
0.870873	-0.0102112
0.870680	0.0213247
0.870487	0.0058168
0.870296	-0.0091471
0.870105	-0.0044216
0.869914	0.0081902
0.869724	0.0000637
0.869535	-0.0030162
0.869347	0.0229120
0.869159	0.0006007
0.868972	-0.0231449
0.868786	-0.0511397
0.868601	0.0127649
0.868416	-0.0338938
0.868232	-0.0151486
0.868048	0.0174985
0.867866	0.0381600
0.867684	0.0070627
0.867502	0.0092738
0.867322	0.0073411
0.867142	0.0050066
0.866962	-0.0137015
0.866784	-0.0120876
0.866606	-0.0039802
0.866429	-0.0032488
0.866253	0.0069888
0.866077	0.0064267
0.865902	-0.0114088
0.865728	-0.0074702
0.865554	-0.0057854
0.865381	-0.0133883
0.865209	0.0127341
0.865038	-0.0031798
0.864867	-0.0060911
0.864697	0.0152882
0.864527	-0.0046026
0.864359	-0.0067124
0.864191	-0.0121920
0.864023	0.0076786
0.863857	-0.0372598
0.863691	0.0065692
0.863526	0.0162327
0.863361	-0.0098203
0.863198	0.0281723
0.863035	0.0083190
0.862872	0.0025392
0.862711	0.0113888
0.862550	-0.0206916
0.862389	0.0058737
0.862230	0.0037238
0.862071	-0.0166864
0.861913	0.0008340
0.861756	-0.0268968
0.861599	-0.0070417
0.861443	0.0189687
0.861287	-0.0120974
0.861133	-0.0058880
0.860979	-0.0143709
0.860826	0.0018250
0.860673	0.0151384
0.860521	-0.0067170
0.860370	0.0002288
0.860220	-0.0087611
0.860070	0.0126326
0.859921	-0.0103936
0.859773	-0.0015400
0.859625	-0.0167701
0.859478	-0.0036123
0.859332	0.0074278
0.859187	-0.0095541
0.859042	-0.0262307
0.858898	-0.0028295
0.858754	-0.0008643
0.858612	0.0207571
0.858470	-0.0069014
0.858328	0.0027466
0.858188	0.0129649
