#processed=baseline+recalibrated
#baseline_method=airPLS
#baseline_lambda=100
#baseline_porder=1
#baseline_itermax=20
#recalibration_method=auto
#recal_polynomial_degree=2
#recal_fitparam_a2=0.0878
#recal_fitparam_a1=-0.14
#recal_fitparam_a0=0.9
#recal_pair_1=16.8833->17.0033 (delta=+0.1200)
#recal_pair_2=70.8550->71.0350 (delta=+0.1800)
#sample=peak area / ratio / SNR standard (synthetic example)
##########
0.900000	0.0001821
0.899720	0.0001771
0.899441	-0.0015125
0.899163	-0.0002555
0.898886	-0.0005822
0.898609	-0.0002886
0.898333	0.0012303
0.898057	-0.0000210
0.897782	0.0003144
0.897508	-0.0008366
0.897235	-0.0006037
0.896962	0.0011582
0.896691	-0.0010058
0.896419	-0.0002393
0.896149	-0.0001848
0.895879	-0.0012448
0.895610	-0.0014026
0.895341	-0.0005878
0.895074	-0.0000620
0.894807	0.0006859
0.894540	0.0024172
0.894275	-0.0003961
0.894010	-0.0000548
0.893746	-0.0001467
0.893482	0.0000133
0.893220	-0.0004697
0.892957	0.0003036
0.892696	-0.0007954
0.892435	0.0007376
0.892175	0.0001832
0.891916	-0.0008242
0.891658	-0.0007045
0.891400	-0.0005049
0.891142	-0.0012724
0.890886	0.0007314
0.890630	-0.0003202
0.890375	-0.0000395
0.890121	0.0006007
0.889867	-0.0015287
0.889614	0.0006237
0.889362	-0.0001409
0.889110	0.0013379
0.888860	-0.0004653
0.888609	-0.0004763
0.888360	0.0027191
0.888111	0.0012338
0.887863	0.0017888
0.887616	0.0002362
0.887369	-0.0017177
0.887123	-0.0008427
0.886878	-0.0010231
0.886633	0.0001945
0.886390	-0.0010759
0.886147	-0.0002269
0.885904	-0.0001443
0.885662	-0.0010704
0.885421	-0.0016384
0.885181	-0.0000189
0.884941	-0.0001137
0.884703	-0.0008103
0.884464	0.0003686
0.884227	0.0006794
0.883990	-0.0003005
0.883754	-0.0023196
0.883519	-0.0010373
0.883284	0.0007911
0.883050	-0.0010185
0.882817	0.0010836
0.882584	-0.0005652
0.882352	0.0010786
0.882121	-0.0017621
0.881890	0.0005312
0.881661	0.0003758
0.881432	-0.0018457
0.881203	-0.0007524
0.880976	0.0009580
0.880749	0.0004477
0.880522	0.0000965
0.880297	-0.0011346
0.880072	-0.0000092
0.879848	-0.0007033
0.879624	0.0004515
0.879401	-0.0005475
0.879179	0.0016199
0.878958	0.0002866
0.878737	-0.0002682
0.878517	0.0003311
0.878298	0.0004764
0.878080	-0.0012284
0.877862	0.0010499
0.877645	-0.0016457
0.877428	-0.0003089
0.877213	0.0004495
0.876998	0.0006593
0.876783	0.0018214
0.876570	0.0003883
0.876357	0.0008501
0.876144	0.0011477
0.875933	0.0005321
0.875722	-0.0008090
0.875512	0.0020997
0.875303	0.0014146
0.875094	-0.0002505
0.874886	-0.0003012
0.874679	-0.0008872
0.874472	0.0013248
0.874266	-0.0001611
0.874061	0.0014512
0.873856	-0.0010613
0.873653	0.0001812
0.873450	-0.0004522
0.873247	-0.0002545
0.873045	-0.0005967
0.872844	-0.0002780
0.872644	0.0003266
0.872445	-0.0006554
0.872246	-0.0008047
0.872048	0.0007044
0.871850	-0.0004836
0.871653	0.0008059
0.871457	0.0005468
0.871262	-0.0007815
0.871067	-0.0010419
0.870873	-0.0006013
0.870680	0.0006983
0.870487	0.0004292
0.870296	0.0016568
0.870105	-0.0002661
0.869914	-0.0012032
0.869724	0.0001628
0.869535	-0.0002965
0.869347	-0.0016526
0.869159	0.0002241
0.868972	0.0007611
0.868786	-0.0002151
0.868601	-0.0024675
0.868416	0.0020432
0.868232	-0.0008019
0.868048	0.0007324
0.867866	0.0020049
0.867684	-0.0011626
0.867502	-0.0008606
0.867322	0.0000073
0.867142	-0.0010103
0.866962	-0.0012263
0.866784	-0.0004624
0.866606	0.0009314
0.866429	-0.0022188
0.866253	0.0016517
0.866077	0.0002431
0.865902	-0.0004159
0.865728	-0.0009276
0.865554	0.0000272
0.865381	0.0013116
0.865209	-0.0018987
0.865038	0.0002822
0.864867	-0.0009362
0.864697	-0.0007907
0.864527	0.0001169
0.864359	0.0003030
0.864191	0.0010016
0.864023	0.0017795
0.863857	0.0017188
0.863691	0.0010167
0.863526	-0.0008470
0.863361	-0.0001398
0.863198	0.0010307
0.863035	0.0000996
0.862872	-0.0006160
0.862711	0.0006701
0.862550	-0.0003631
0.862389	0.0005644
0.862230	-0.0004949
0.862071	-0.0019125
0.861913	0.0004719
0.861756	-0.0011957
0.861599	0.0023333
0.861443	-0.0012044
0.861287	-0.0018875
0.861133	0.0005606
0.860979	-0.0008303
0.860826	0.0014663
0.860673	-0.0003168
0.860521	0.0002603
0.860370	0.0010802
0.860220	0.0006562
0.860070	-0.0011313
0.859921	-0.0010133
0.859773	0.0000865
0.859625	-0.0013622
0.859478	0.0024868
0.859332	-0.0009800
0.859187	-0.0006226
0.859042	0.0000236
0.858898	0.0013146
0.858754	0.0006305
0.858612	0.0009378
0.858470	-0.0010346
0.858328	-0.0004451
0.858188	-0.0011594
0.858048	-0.0001695
0.857909	0.0001441
0.857770	0.0011124
0.857633	-0.0008259
0.857496	-0.0004269
0.857359	-0.0013707
0.857224	-0.0005097
0.857089	0.0007475
0.856954	0.0027056
0.856821	-0.0004782
0.856688	-0.0002224
0.856556	0.0005260
0.856424	-0.0000073
0.856294	0.0001261
0.856164	0.0010938
0.856034	-0.0003842
0.855906	0.0016867
0.855778	-0.0015372
0.855650	0.0017808
0.855524	-0.0001888
0.855398	-0.0000903
0.855273	-0.0003375
0.855149	-0.0007430
0.855025	-0.0020999
0.854902	0.0014406
0.854780	0.0006773
0.854658	0.0011076
0.854537	0.0007223
0.854417	-0.0000676
0.854297	-0.0002077
0.854178	0.0005336
0.854060	-0.0011905
0.853943	-0.0020783
0.853826	0.0018279
